from_ba_id,from_gf_id,to_ba_id,to_gf_id
ac1ef5e0-e022-4b76-a4be-230db922fac9,,70407def-b048-49d4-9a43-3eb0021f7b68,
ad22bde8-47c5-45dd-9d6e-45dd361b3b06,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
ae613484-5d00-4b6e-a300-617bda6f3a97,,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
af36139c-44a5-4517-83ef-2279a787fb16,,108ff93e-9191-42bf-b502-3a437407b22a,
b09cfc80-dd4e-421e-a8ff-c456752f6dc2,,2b55697f-f26e-433e-9070-f1fe9748bf7b,cf2deca6-53b8-4096-916f-32c2c71d14bf
b10513e5-e5c9-47ab-bef0-2c42b4b9d8b4,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
b1b917a4-df2c-4394-8aa1-e9b480b77cc4,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
b1b917a4-df2c-4394-8aa1-e9b480b77cc4,b406252b-c160-4fd6-b7f9-f61d5e2779a5,09226989-50e7-4c40-bd36-5bcef32ee7a1,
b345a2cc-aa56-4752-97e9-b789afb8a4ea,,2b55697f-f26e-433e-9070-f1fe9748bf7b,888609b5-b58a-4d57-addc-a6935bba284b
b3648d32-d1fd-4ebe-a4e7-20c34c079d98,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
b401b526-6d2f-4f6a-8cc1-10051e0623ff,,da1dfe78-f982-4b09-81ae-b38d328bd85e,
b4382596-8bea-41ef-8c09-2b5873581e5a,,51558178-d2da-44ed-905b-db6976f6aa76,
b48e2e20-61af-435f-9a94-b8ebce9068a3,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
b5f4b46c-a779-4786-889b-f1987217ae5b,,3aa2e125-3f74-4f91-94f6-fd030319f2b1,
b7aade0a-8de3-4a00-a37c-deb65e5188a7,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
b8c4efbb-9c72-4711-afa7-869e44a13f1f,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
c0f0ee39-58b1-4304-961e-6729dd8567d3,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
c1e97c98-de9f-4b05-963f-0276784fca2d,b406252b-c160-4fd6-b7f9-f61d5e2779a5,c1e97c98-de9f-4b05-963f-0276784fca2d,
c312d18f-fefc-47cb-b5be-a5814e556b12,,748cb267-f47c-4920-b5b0-39109ade448f,
c387ca1c-b18c-4e18-8ed6-c9d0c1b8e8a8,,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
c52c7acb-39a9-4849-8546-60b39fd3a2a8,,748cb267-f47c-4920-b5b0-39109ade448f,
c765d8f0-4641-408b-88d6-f4143ddc35db,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
cc081ec3-8953-4f75-b072-60de0a67702d,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
cec2b2df-ba65-4634-b371-75ad63428f26,888609b5-b58a-4d57-addc-a6935bba284b,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
